Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
State_80161_WeaponDesc,btav,z状态表_State_A.csv,1980,State,WeaponDesc,,装备者狂气爆发造成的基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，银钥充能提高 <WeaponEffect_Num:[DescArg1]>。进入超维回合后，所有唤醒体获得 <WeaponEffect_Num:[StateArg4]> 点狂气。释放「湮灭」后，装备者获得 <WeaponEffect_Num:[StateArg3]> 点狂气。,"The Base DMG of the wielder's Exalt +<WeaponEffect_Num:[StateArg1]%>, and their Keyflare Regen +<WeaponEffect_Num:[DescArg1]>.\nWhenever an Ultra Round begins, grant all Awakeners <WeaponEffect_Num:[StateArg4]> Aliemus.\nWhenever you Annihilate a card from Ultra Space, the wielder gains <WeaponEffect_Num:[StateArg3]> Aliemus."
Item_77859_Name,aFER,d道具_Item_A.csv,396,Item,Name,,不可承受的自由,Unbearable Freedom
State_90218_Desc,bxPh,z状态表_State_A.csv,1959,State,Desc,,队伍唯一：手牌上限+2，同类效果无法叠加。装备者造成的护盾和基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，进入超维回合后获得 <WeaponEffect_Num:[StateArg2]> 点狂气。释放「湮灭」后所有唤醒体临时暴击伤害+<WeaponEffect_Num:[StateArg3]%>，3 回合冷却。,"Hand Limit +2. <Italic:(Does not stack with other Wheels.)>\nThe wielder's Base DMG and Shield gained from the wielder each +<WeaponEffect_Num:[StateArg1]%>.\nWhenever an Ultra Round begins, the wielder gains <WeaponEffect_Num:[StateArg2]> Aliemus.\nWhenever you Annihilate a card from Ultra Space, all Awakeners gain +<WeaponEffect_Num:[StateArg3]%> Temp. Crit. DMG. This effect has a 3-turn cooldown."
State_90218_WeaponDesc,bxPi,z状态表_State_A.csv,1959,State,WeaponDesc,,手牌上限+2，同类效果无法叠加。装备者造成的护盾和基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，进入超维回合后获得 <WeaponEffect_Num:[StateArg2]> 点狂气。释放「湮灭」后所有唤醒体临时暴击伤害+<WeaponEffect_Num:[StateArg3]%>，3 回合冷却。,"Hand Limit +2. <Italic:(Does not stack with other Wheels.)>\nThe wielder's Base DMG and Shield gained from the wielder each +<WeaponEffect_Num:[StateArg1]%>.\nWhenever an Ultra Round begins, the wielder gains <WeaponEffect_Num:[StateArg2]> Aliemus.\nWhenever you Annihilate a card from Ultra Space, all Awakeners gain +<WeaponEffect_Num:[StateArg3]%> Temp. Crit. DMG. This effect has a 3-turn cooldown."
Item_77889_Name,aFGZ,d道具_Item_A.csv,397,Item,Name,,扭曲的骑士诗,Twisted Knight Ballad
State_117777_Desc,bIFv,z状态表_State_A.csv,1938,State,Desc,,队伍唯一：装备者卡牌造成的基础伤害与暴击伤害提高 <WeaponEffect_Num:[StateArg1]%>。回合开始时和装备者释放狂气爆发后获得 1 层心火，装备者本回合打出指令卡时消耗 1 层「心火」，使其最终伤害和护盾提高 <WeaponEffect_Num:[StateArg2]%>。超维回合中改为获得「神焰」，效果翻倍。,"The Base DMG and Crit. DMG of the wielder's cards +<WeaponEffect_Num:[StateArg1]%>.\nAt the start of each turn, and after the wielder Exalts, they gain 1 stack of ""Alight;"" When one of the wielder's Command Cards is played, consume 1 ""Alight,"" and that card's Final DMG and Shield +<WeaponEffect_Num:[StateArg2]%>.\nDuring an Ultra Round, they gain ""Ablaze"" instead (with 2× the effect of ""Alight"").\n""Alight"" and ""Ablaze"" stacks clear at end of turn."
State_117777_WeaponDesc,bIFw,z状态表_State_A.csv,1938,State,WeaponDesc,,装备者卡牌造成的基础伤害与暴击伤害提高 <WeaponEffect_Num:[StateArg1]%>。回合开始时和装备者释放狂气爆发后获得 1 层心火，装备者本回合打出指令卡时消耗 1 层「心火」，使其最终伤害和护盾提高 <WeaponEffect_Num:[StateArg2]%>。超维回合中改为获得「神焰」，效果翻倍。,"The Base DMG and Crit. DMG of the wielder's cards +<WeaponEffect_Num:[StateArg1]%>.\nAt the start of each turn, and after the wielder Exalts, they gain 1 stack of ""Alight;"" When one of the wielder's Command Cards is played, consume 1 ""Alight,"" and that card's Final DMG and Shield +<WeaponEffect_Num:[StateArg2]%>.\nDuring an Ultra Round, they gain ""Ablaze"" instead (with 2× the effect of ""Alight"").\n""Alight"" and ""Ablaze"" stacks clear at end of turn."
Item_77893_Name,aFHp,d道具_Item_A.csv,407,Item,Name,,永世编织之网,Eternal Weave
State_134231_Desc,bSFG,z状态表_State_A.csv,1963,State,Desc,,队伍唯一：装备者造成的护盾提高 <WeaponEffect_Num:[StateArg1]%>，装备者造成「追击」时 + <WeaponEffect_Num:[StateArg2]%> 临时强效，每回合最多生效 5 次。每当触发「维度穿梭」时，装备者获得 <WeaponEffect_Num:[StateArg3]> 点狂气。,"Shield gained from the wielder +<WeaponEffect_Num:[StateArg1]%>.\nAfter the wielder performs a Pursuit, gain +<WeaponEffect_Num:[StateArg2]%> Temporary DMG Amplification, up to 5 times per turn.\nWhenever Dimension Shuttle is triggered, the wielder gains <WeaponEffect_Num:[StateArg3]> Aliemus."
State_134231_WeaponDesc,bSFH,z状态表_State_A.csv,1963,State,WeaponDesc,,装备者造成的护盾提高 <WeaponEffect_Num:[StateArg1]%>，装备者造成「追击」时 + <WeaponEffect_Num:[StateArg2]%> 临时强效，每回合最多生效 5 次。每当触发「维度穿梭」时，装备者获得 <WeaponEffect_Num:[StateArg3]> 点狂气。,"Shield gained from the wielder +<WeaponEffect_Num:[StateArg1]%>.\nAfter the wielder performs a Pursuit, gain +<WeaponEffect_Num:[StateArg2]%> Temporary DMG Amplification, up to 5 times per turn.\nWhenever Dimension Shuttle is triggered, the wielder gains <WeaponEffect_Num:[StateArg3]> Aliemus."
Item_9625_Name,aFVN,d道具_Item_A.csv,400,Item,Name,,阿库特之春,Spring in Yakutsk
State_2718_Desc,aWrJ,z状态表_State_A.csv,1831,State,Desc,,队伍唯一：回合结束时装备者获得 <WeaponEffect_Num:[StateArg1]> 点狂气，获得等同于装备者银钥充能的银钥能量。,"At the end of each turn, the wielder gains <WeaponEffect_Num:[StateArg1]> Aliemus and you gain Keyflare equal to their Keyflare Regen."
State_2718_WeaponDesc,aWrL,z状态表_State_A.csv,1831,State,WeaponDesc,,回合结束时装备者获得 <WeaponEffect_Num:[StateArg1]> 点狂气，获得等同于装备者银钥充能的银钥能量。,"At the end of each turn, the wielder gains <WeaponEffect_Num:[StateArg1]> Aliemus and you gain Keyflare equal to their Keyflare Regen."
Item_9703_Name,aGbF,d道具_Item_A.csv,401,Item,Name,,陨日,Sunfall
State_2460_Desc,aVZx,z状态表_State_A.csv,1832,State,Desc,,队伍唯一：装备者造成的基础伤害、<IntoxicationIconKeywords:中毒>和<RetaliateIconKeywords:反击>提高 <WeaponEffect_Num:[StateArg1]%>，暴击率和暴击伤害提高 <WeaponEffect_Num:[StateArg2]%>。,"The wielder's Base DMG, as well as <IntoxicationIconKeywords:Poison> inflicted by & <RetaliateIconKeywords:Counter> gained from them each +<WeaponEffect_Num:[StateArg1]%>.\nTheir Crit. Rate & Crit. DMG each +<WeaponEffect_Num:[StateArg2]%>."
State_2460_WeaponDesc,aVZz,z状态表_State_A.csv,1832,State,WeaponDesc,,装备者造成的基础伤害、<IntoxicationIconKeywords:中毒>和<RetaliateIconKeywords:反击>提高 <WeaponEffect_Num:[StateArg1]%>，暴击率和暴击伤害提高 <WeaponEffect_Num:[StateArg2]%>。,"The wielder's Base DMG, as well as <IntoxicationIconKeywords:Poison> inflicted by & <RetaliateIconKeywords:Counter> gained from them each +<WeaponEffect_Num:[StateArg1]%>.\nTheir Crit. Rate & Crit. DMG each +<WeaponEffect_Num:[StateArg2]%>."
Item_9704_Name,aGbJ,d道具_Item_A.csv,402,Item,Name,,灵魂诞生,Birth of a Soul
State_2501_Desc,aWdz,z状态表_State_A.csv,1834,State,Desc,,队伍唯一：队伍生命上限提高 10%。装备者造成的治疗和护盾提高 <WeaponEffect_Num:[StateArg3]%>。打出装备者的「打击」后，回复 <WeaponEffect_Num:[StateArg1]%> 已损失生命。打出装备者的「防御」后，获得 <WeaponEffect_Num:[StateArg2]%> 当前生命的护盾。该效果每回合最多各触发 1 次。,"Max HP +10%. Shield gained from and HP recovered by the wielder each +<WeaponEffect_Num:[StateArg3]%>.\nOnce per turn, when one of their Strike Commands is played, recover <WeaponEffect_Num:[StateArg1]%> of missing HP.\nOnce per turn, when one of their Defense Commands is played, gain Shield equal to <WeaponEffect_Num:[StateArg2]%> of current HP."
State_2501_WeaponDesc,aWdB,z状态表_State_A.csv,1834,State,WeaponDesc,,队伍生命上限提高 10%。装备者造成的治疗和护盾提高 <WeaponEffect_Num:[StateArg3]%>。打出装备者的「打击」后，回复 [StateArg1]%(<WeaponEffect_Num:[Heal:DescArg1]>) 已损失生命。打出装备者的「防御」后，获得[StateArg1]%(<WeaponEffect_Num:[Block:DescArg2]>) 当前生命的护盾。该效果每回合最多各触发 1 次。,"Max HP +10%. Shield gained from and HP recovered by the wielder each +<WeaponEffect_Num:[StateArg3]%>.\nOnce per turn, when one of their Strike Commands is played, recover <WeaponEffect_Num:[Heal:DescArg1]> ([StateArg1]% of missing) HP.\nOnce per turn, when one of their Defense Commands is played, gain <WeaponEffect_Num:[Block:DescArg2]> Shield ([StateArg1]% of current HP)."
Item_48828_Name,aDxB,d道具_Item_A.csv,403,Item,Name,,极夜与破晓,Dusk and Dawn
State_49844_Desc,aYqh,z状态表_State_A.csv,2055,State,Desc,,队伍唯一：回合结束后获得 <WeaponEffect_Num:[StateArg1]> 点银钥能量。触发死亡抵抗后获得 <WeaponEffect_Num:[StateArg2]> 点银钥能量。使用应急灵知体后，算力上限提高 3，每回合抽牌数提高 3。,"At the end of each turn, gain <WeaponEffect_Num:[StateArg1]> Keyflare.\nWhenever <DeathResistanceIconKeywords:Death Resistance> triggers, gain <WeaponEffect_Num:[StateArg2]> Keyflare.\nWhenever you use Emergency Gnosis, until end of battle, increase Max Arithmetica by 3 and draw an extra 3 cards each turn."
State_49844_WeaponDesc,aYqj,z状态表_State_A.csv,2055,State,WeaponDesc,,回合结束后获得 <WeaponEffect_Num:[StateArg1]> 点银钥能量。触发死亡抵抗后获得 <WeaponEffect_Num:[StateArg2]> 点银钥能量。使用应急灵知体后，算力上限提高 3，每回合抽牌数提高 3。,"At the end of each turn, gain <WeaponEffect_Num:[StateArg1]> Keyflare.\nWhenever <DeathResistanceIconKeywords:Death Resistance> triggers, gain <WeaponEffect_Num:[StateArg2]> Keyflare.\nWhenever you use Emergency Gnosis, until end of battle, increase Max Arithmetica by 3 and draw an extra 3 cards each turn."
Item_61391_Name,aEDJ,d道具_Item_A.csv,404,Item,Name,,纯银的初心,Heart of Silver
State_66888_Desc,aZlS,z状态表_State_A.csv,2057,State,Desc,,队伍唯一：释放钥令后，获得装备者攻击力 <WeaponEffect_Num:[StateArg1]%> 的<PowerIconKeywords:力量>和防御力 <WeaponEffect_Num:[StateArg2]%> 的护盾。使用应急灵知体后，回合结束时所有唤醒体获得 <WeaponEffect_Num:[StateArg3]> 点狂气。,"Whenever you unleash a Posse, gain <PowerIconKeywords:STR> equal to <WeaponEffect_Num:[StateArg1]%> of the wielder's ATK and Shield equal to <WeaponEffect_Num:[StateArg2]%> of their DEF.\nWhenever you use Emergency Gnosis, grant all Awakeners <WeaponEffect_Num:[StateArg3]> Aliemus at end of turn."
State_66888_WeaponDesc,aZlU,z状态表_State_A.csv,2057,State,WeaponDesc,,释放钥令后，获得 <WeaponEffect_Num:[Power:DescArg1]> 点<PowerIconKeywords:力量>和 <WeaponEffect_Num:[Block:DescArg2]> 点护盾。使用应急灵知体后，回合结束时所有唤醒体获得 <WeaponEffect_Num:[StateArg3]> 点狂气。,"Whenever you unleash a Posse, gain <WeaponEffect_Num:[Power:DescArg1]> <PowerIconKeywords:STR> and <WeaponEffect_Num:[Block:DescArg2]> Shield.\nWhenever you use Emergency Gnosis, grant all Awakeners <WeaponEffect_Num:[StateArg3]> Aliemus at end of turn."
Item_89573_Name,bxrN,d道具_Item_A.csv,405,Item,Name,,重生于湮土,Annihilated Rebirth
State_89555_Desc,bxAk,z状态表_State_A.csv,1963,State,Desc,,队伍唯一：装备者释放狂气爆发后，使狂气爆发基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，护盾和生命回复提高 <WeaponEffect_Num:[StateArg2]%>，至多叠加 5 次。完成探索后，装备者获得的同调率提高 <WeaponEffect_Num:[StateArg3]%>。,"After the wielder Exalts, the Base DMG of their Exalt +<WeaponEffect_Num:[StateArg1]%>; Shield gained from and HP recovered by their Exalt +<WeaponEffect_Num:[StateArg2]%>. This effect stacks up to 5 times and clears at end of battle.\nAffinity gained by the wielder when investigation concludes increases by <WeaponEffect_Num:[StateArg3]%>."
State_89555_WeaponDesc,bxAl,z状态表_State_A.csv,1963,State,WeaponDesc,,装备者释放狂气爆发后，使狂气爆发基础伤害提高 <WeaponEffect_Num:[StateArg1]%>，护盾和生命回复提高 <WeaponEffect_Num:[StateArg2]%>，至多叠加 5 次。完成探索后，装备者获得的同调率提高 <WeaponEffect_Num:[StateArg3]%>。,"After the wielder Exalts, the Base DMG of their Exalt +<WeaponEffect_Num:[StateArg1]%>; Shield gained from and HP recovered by their Exalt +<WeaponEffect_Num:[StateArg2]%>. This effect stacks up to 5 times and clears at end of battle.\nAffinity gained by the wielder when investigation concludes increases by <WeaponEffect_Num:[StateArg3]%>."
Item_116878_Name,bIbn,d道具_Item_A.csv,406,Item,Name,,你我终将重逢,We Will Meet Again
State_119590_Desc,bKbe,z状态表_State_A.csv,1964,State,Desc,,队伍唯一：主动切换触腕姿态、使用猩红熔炉、释放「湮灭」后，抽 1 张装备者的指令卡，每个效果各 3 回合冷却。完成探索后，所有唤醒体获得的同调率提高 <WeaponEffect_Num:[StateArg1]%>。,"Whenever you switch Tentacle Stances, consume the Crimson Furnace, or Annihilate a card from Ultra Space, draw 1 of the wielder's Command Cards at random.\nEach of these effects has an independent 3-turn cooldown.\nAffinity gained by all Awakeners when investigation concludes increases by <WeaponEffect_Num:[StateArg1]%>."
State_119590_WeaponDesc,bKbf,z状态表_State_A.csv,1964,State,WeaponDesc,,主动切换触腕姿态(当前剩余 [DescArg1] 回合冷却)、使用猩红熔炉(当前剩余 [DescArg2] 回合冷却)、释放「湮灭」后(当前剩余 [DescArg3] 回合冷却)，抽 1 张装备者的指令卡，每个效果各 3 回合冷却。完成探索后，所有唤醒体获得的同调率提高 <WeaponEffect_Num:[StateArg1]%>。,"Whenever you switch Tentacle Stances, consume the Crimson Furnace, or Annihilate a card from Ultra Space, draw 1 of the wielder's Command Cards at random.\nStance draw cooldown: [DescArg1] <plural value=""[DescArg1]"" singular=""turn"" plural=""turns"">.\nFurnace draw cooldown: [DescArg2] <plural value=""[DescArg2]"" singular=""turn"" plural=""turns"">.\nAnnihilation draw cooldown: [DescArg3] <plural value=""[DescArg3]"" singular=""turn"" plural=""turns"">.\nAffinity gained by all Awakeners when investigation concludes increases by <WeaponEffect_Num:[StateArg1]%>."
Item_89652_Name,bxvv,d道具_Item_A.csv,407,Item,Name,,搭档特训,Special Training
State_99056_Desc,bCmm,z状态表_State_A.csv,5315,State,Desc,,队伍唯一：释放钥令后，装备者的暴击率临时提高 <WeaponEffect_Num:[StateArg1]%> 。,"Whenever you unleash a Posse, the wielder gains +<WeaponEffect_Num:[StateArg1]%> Temp. Crit. Rate."
State_99056_WeaponDesc,bCmn,z状态表_State_A.csv,5315,State,WeaponDesc,,释放钥令后，装备者的暴击率临时提高 <WeaponEffect_Num:[StateArg1]%> 。,"Whenever you unleash a Posse, the wielder gains +<WeaponEffect_Num:[StateArg1]%> Temp. Crit. Rate."
Item_89651_Name,bxvr,d道具_Item_A.csv,408,Item,Name,,开学日,School Day
State_117357_Desc,bImy,z状态表_State_A.csv,1939,State,Desc,,队伍唯一:「融痕」和「灰烬遗迹」刷新后使装备者获得 <WeaponEffect_Num:[StateArg1]> 点狂气。,"Whenever you refresh stock at D-Mark Stores or Ashen Ruins, the wielder gains <WeaponEffect_Num:[StateArg1]> Aliemus."
State_117357_WeaponDesc,bImz,z状态表_State_A.csv,1939,State,WeaponDesc,,「融痕」和「灰烬遗迹」刷新后使装备者获得 <WeaponEffect_Num:[StateArg1]> 点狂气。,"Whenever you refresh stock at D-Mark Stores or Ashen Ruins, the wielder gains <WeaponEffect_Num:[StateArg1]> Aliemus."
Item_122106_Name,bKVQ,d道具_Item_A.csv,409,Item,Name,,盒中童趣,Dear Papa Noel
State_123109_Desc,bLMO,z状态表_State_A.csv,1888,State,Desc,,队伍唯一：在「融痕」中首次购买「刻印」，或在「灰烬遗迹」中首次购买打折商品需要的黑印有 <WeaponEffect_Num:[StateArg1]%> 的机会变为 0，每场探索最多生效 1 次。,Your first engraving of an Orison at a D-Mark Store or your first purchase of a discounted item in the Ashen Ruins has a <WeaponEffect_Num:[StateArg1]%> chance to be a Gift and cost 0 Black Sigils.
State_123109_WeaponDesc,bLMP,z状态表_State_A.csv,1888,State,WeaponDesc,,在「融痕」中首次购买「刻印」，或在「灰烬遗迹」中首次购买打折商品需要的黑印有 <WeaponEffect_Num:[StateArg1]%> 的机会变为 0，每场探索最多生效 1 次。,Your first engraving of an Orison at a D-Mark Store or your first purchase of a discounted item in the Ashen Ruins has a <WeaponEffect_Num:[StateArg1]%> chance to be a Gift and cost 0 Black Sigils.
Item_122107_Name,bKVT,d道具_Item_A.csv,410,Item,Name,,倒数时刻,Countdown Moment
State_123507_Desc,bLTe,z状态表_State_A.csv,1890,State,Desc,,队伍唯一：探索开始后，将 1 张「倒数时刻：5」加入牌库：打出后抽 1 张牌，并将下一张「倒数时刻」洗入弃牌堆。「<DestructionKeywords:销毁>」。「倒数时刻：0」：抽 3 张牌，获得 3 点算力，并有 <WeaponEffect_Num:[StateArg1]%> 概率将「倒数时刻：5」洗入弃牌堆。保留。「<DestructionKeywords:销毁>」。,"At the start of investigation, add the unique Buff card ""5: Countdown"" to the deck.\n""Countdown"" cards have 0 Arithmetica Cost and persist between battles. When one is played, <DestructionKeywords:Destroy> it, draw 1 card, and put the next ""Countdown"" in sequence into the Discard Pile.\n""0: Countdown"" has <RetainIconKeywords:Retain>. When it is played, <DestructionKeywords:Destroy> it, then instead draw 3 cards, gain 3 Arithmetica, and there's a <WeaponEffect_Num:[StateArg1]%> chance to put ""5: Countdown"" into the Discard Pile."
State_123507_WeaponDesc,bLTf,z状态表_State_A.csv,1890,State,WeaponDesc,,探索开始后，将 1 张「倒数时刻：5」加入牌库：打出后抽 1 张牌，并将下一张「倒数时刻」洗入弃牌堆。「<DestructionKeywords:销毁>」。「倒数时刻：0」：抽 3 张牌，获得 3 点算力，并有 <WeaponEffect_Num:[StateArg1]%> 概率将「倒数时刻：5」洗入弃牌堆。保留。「<DestructionKeywords:销毁>」。,"At the start of investigation, add the unique Buff card ""5: Countdown"" to the deck.\n""Countdown"" cards have 0 Arithmetica Cost and persist between battles. When one is played, <DestructionKeywords:Destroy> it, draw 1 card, and put the next ""Countdown"" in sequence into the Discard Pile.\n""0: Countdown"" has <RetainIconKeywords:Retain>. When it is played, <DestructionKeywords:Destroy> it, then instead draw 3 cards, gain 3 Arithmetica, and there's a <WeaponEffect_Num:[StateArg1]%> chance to put ""5: Countdown"" into the Discard Pile."
Item_131369_Name,bQTC,d道具_Item_A.csv,411,Item,Name,,豪赌的智慧,Stakes of Wisdom
State_131749_Desc,bRpl,z状态表_State_A.csv,1894,State,Desc,,队伍唯一：探索开始后，将 1 张「豪赌的智慧」洗入抽牌堆。「豪赌的智慧」：消耗 1 算力。将手中所有指令卡随机洗入抽牌堆，洗入的指令卡在下次打出时有 <WeaponEffect_Num:[StateArg1]%> 概率额外生效 1 次，并且每洗入 1 张指令卡就使所有唤醒体获得 2 点狂气。<RetainIconKeywords:保留>。<DepleteIconKeywords:消耗>。<GuyouKeywords:固有>。,"At the start of investigation, add the unique Buff card ""Stakes of Wisdom"" to the deck.\n""Stakes of Wisdom"" has 1 Arithmetica Cost, <GuyouKeywords:Innate>, <RetainIconKeywords:Retain>, and <DepleteIconKeywords:Exhaust>. When it's played, shuffle all Command Cards in your hand into the Draw Pile, and all Awakeners gain <Energy:2> Aliemus for each card shuffled in this way. Those cards gain the ""Gamble"" effect and have a <WeaponEffect_Num:[StateArg1]%> chance to take effect an additional time the next time they're played."
State_131749_WeaponDesc,bRpm,z状态表_State_A.csv,1894,State,WeaponDesc,,探索开始后，将 1 张「豪赌的智慧」洗入抽牌堆。「豪赌的智慧」：消耗 1 算力。将手中所有指令卡随机洗入抽牌堆，洗入的指令卡在下次打出时有 <WeaponEffect_Num:[StateArg1]%> 概率额外生效 1 次，并且每洗入 1 张指令卡就使所有唤醒体获得 2 点狂气。<RetainIconKeywords:保留>。<DepleteIconKeywords:消耗>。<GuyouKeywords:固有>。,"At the start of investigation, add the unique Buff card ""Stakes of Wisdom"" to the deck.\n""Stakes of Wisdom"" has 1 Arithmetica Cost, <GuyouKeywords:Innate>, <RetainIconKeywords:Retain>, and <DepleteIconKeywords:Exhaust>. When it's played, shuffle all Command Cards in your hand into the Draw Pile, and all Awakeners gain <Energy:2> Aliemus for each card shuffled in this way. Those cards gain the ""Gamble"" effect and have a <WeaponEffect_Num:[StateArg1]%> chance to take effect an additional time the next time they're played."
Item_133338_Name,bRZS,d道具_Item_A.csv,423,Item,Name,,私密午歇时间,Private Afternoon
State_134191_Desc,bSFq,z状态表_State_A.csv,1958,State,Desc,,队伍唯一：探索开始后，将 1 张「私密午歇时间」洗入抽牌堆。「私密午歇时间」：消耗 1 算力。临时暴击伤害 +<WeaponEffect_Num:[StateArg1]%>。<RetainIconKeywords:保留>。<DepleteIconKeywords:消耗>。,"At the start of investigation, add the unique Buff card ""Private Afternoon"" to the deck.\n""Private Afternoon"" has 1 Arithmetica Cost, <RetainIconKeywords:Retain>, and <DepleteIconKeywords:Exhaust>. When it's played, gain +<WeaponEffect_Num:[StateArg1]%> Temporary Crit. DMG."
State_134191_WeaponDesc,bSFr,z状态表_State_A.csv,1958,State,WeaponDesc,,探索开始后，将 1 张「私密午歇时间」洗入抽牌堆。「私密午歇时间」：消耗 1 算力。临时暴击伤害 +<WeaponEffect_Num:[StateArg1]%>。<RetainIconKeywords:保留>。<DepleteIconKeywords:消耗>。,"At the start of investigation, add the unique Buff card ""Private Afternoon"" to the deck.\n""Private Afternoon"" has 1 Arithmetica Cost, <RetainIconKeywords:Retain>, and <DepleteIconKeywords:Exhaust>. When it's played, gain +<WeaponEffect_Num:[StateArg1]%> Temporary Crit. DMG."
Item_133355_Name,bSaX,d道具_Item_A.csv,422,Item,Name,,樱花下的迷思,Sakura Reveries
State_133961_Desc,bSqK,z状态表_State_A.csv,1955,State,Desc,,队伍唯一：探索开始后，将一张算力消耗 1，获得 <WeaponEffect_Num:[StateArg1]> 点银钥能量的「春之信」洗入抽牌堆，打出后销毁并将「樱满开」洗入弃牌堆。通过「樱满开」、「花吹雪」获得的银钥能量依次增加 <WeaponEffect_Num:[StateArg1]>点，最终获得 1 张算力消耗 0，从 3 个随机的钥令中选择 1 个发动 2 次的「一期一会」，打出后销毁并重新将「春之信」洗入抽牌堆。,"At the start of investigation, add the unique Buff card ""<DerivativeCardKeywords_139:Vernal Message>"" to the deck. <Italic:(This card and its derivatives persist in the deck between battles.)>\nWhen played, gain <WeaponEffect_Num:[StateArg1]> Keyflare, and it becomes ""<DerivativeCardKeywords_141:Sakura Blossoms>,"" and subsequently ""<DerivativeCardKeywords_142:Hanafubuki>,"" with each granting <WeaponEffect_Num:[StateArg1]> additional Keyflare, until finally becoming ""<DerivativeCardKeywords_143:Ichigo Ichie>,"" which will unleash 1 of 3 random Posses twice, and begin the cycle anew as ""<DerivativeCardKeywords_139:Vernal Message>."""
State_133961_WeaponDesc,bSqL,z状态表_State_A.csv,1955,State,WeaponDesc,,探索开始后，将一张算力消耗 1，获得 <WeaponEffect_Num:[StateArg1]> 点银钥能量的「春之信」洗入抽牌堆，打出后销毁并将「樱满开」洗入弃牌堆。通过「樱满开」、「花吹雪」获得的银钥能量依次增加 <WeaponEffect_Num:[StateArg1]>点，最终获得 1 张算力消耗 0，从 3 个随机的钥令中选择 1 个发动 2 次的「一期一会」，打出后销毁并重新将「春之信」洗入抽牌堆。,"At the start of investigation, add the unique Buff card ""<DerivativeCardKeywords_139:Vernal Message>"" to the deck. <Italic:(This card and its derivatives persist in the deck between battles.)>\nWhen played, gain <WeaponEffect_Num:[StateArg1]> Keyflare, and it becomes ""<DerivativeCardKeywords_141:Sakura Blossoms>,"" and subsequently ""<DerivativeCardKeywords_142:Hanafubuki>,"" with each granting <WeaponEffect_Num:[StateArg1]> additional Keyflare, until finally becoming ""<DerivativeCardKeywords_143:Ichigo Ichie>,"" which will unleash 1 of 3 random Posses twice, and begin the cycle anew as ""<DerivativeCardKeywords_139:Vernal Message>."""
Item_73582_Name,aFzt,d道具_Item_A.csv,490,Item,Name,,未送出的花,Unsent Flowers
State_74910_Desc,baag,z状态表_State_A.csv,1985,State,Desc,,队伍唯一：若装备者为唤醒体「拉蒙娜」，完成关卡时获得的同调率提高 <WeaponEffect_Num:[StateArg1]%>。,"If the wielder is Ramona, Affinity gained by the wielder when investigation concludes increases by <WeaponEffect_Num:[StateArg1]%>."
State_74910_WeaponDesc,baai,z状态表_State_A.csv,1985,State,WeaponDesc,,若装备者为唤醒体「拉蒙娜」，完成关卡时获得的同调率提高 <WeaponEffect_Num:[StateArg1]%>。,"If the wielder is Ramona, Affinity gained by the wielder when investigation concludes increases by <WeaponEffect_Num:[StateArg1]%>."
Item_129628_Name,bPfm,d道具_Item_A.csv,491,Item,Name,,踏过泥泞的玫瑰,Stepping Over the Muddy Roses
State_129650_Desc,bPho,z状态表_State_A.csv,1986,State,Desc,,队伍唯一：若装备者为唤醒体「环行·拉蒙娜」，完成关卡时其他唤醒体获得的同调率提高 <WeaponEffect_Num:[StateArg1]%>，但自身不获得同调率。,"If the wielder is Ramona: Timeworn, Affinity gained by all other Awakeners when investigation concludes increases by <WeaponEffect_Num:[StateArg1]%>, but the wielder does not gain any Affinity."
State_129650_WeaponDesc,bPhp,z状态表_State_A.csv,1986,State,WeaponDesc,,若装备者为唤醒体「拉蒙娜」，完成关卡时获得的同调率提高 <WeaponEffect_Num:[StateArg1]%>。,"If the wielder is Ramona: Timeworn, Affinity gained by all other Awakeners when investigation concludes increases by <WeaponEffect_Num:[StateArg1]%>, but the wielder does not gain any Affinity."
Item_9850_Name,aGml,d道具_Item_A.csv,417,Item,Name,,职责所在,Duty's Gravitas
State_3787_Desc,aXGL,z状态表_State_A.csv,2082,State,Desc,,队伍唯一：装备者释放狂气爆发后，所有友方获得 <WeaponEffect_Num:[StateArg1]> 狂气。,"After the wielder Exalts, grant all Awakeners <WeaponEffect_Num:[StateArg1]> Aliemus."
State_3787_WeaponDesc,aXGN,z状态表_State_A.csv,2082,State,WeaponDesc,,装备者释放狂气爆发后，所有友方获得 <WeaponEffect_Num:[StateArg1]> 狂气。,"After the wielder Exalts, grant all Awakeners <WeaponEffect_Num:[StateArg1]> Aliemus."
Item_10073_Name,aCNZ,d道具_Item_A.csv,418,Item,Name,,专注精神,Elevated Focus
State_3038_Desc,aWJi,z状态表_State_A.csv,2084,State,Desc,,队伍唯一：释放钥令后，装备者获得 <WeaponEffect_Num:[StateArg1]> 狂气。,"Whenever you unleash a Posse, the wielder gains <WeaponEffect_Num:[StateArg1]> Aliemus."
State_3038_WeaponDesc,aWJk,z状态表_State_A.csv,2084,State,WeaponDesc,,释放钥令后，装备者获得 <WeaponEffect_Num:[StateArg1]> 狂气。,"Whenever you unleash a Posse, the wielder gains <WeaponEffect_Num:[StateArg1]> Aliemus."
